"Scenario","Replicate","Generations","Length_of_benchmarking_reference","Distance_from_HXB2","Average_pairwise_diversity_of_quasispecies","ENV_diversity","Assembly","contigs_..._0_bp.","contigs_..._1000_bp.","contigs_..._5000_bp.","contigs_..._10000_bp.","contigs_..._25000_bp.","contigs_..._50000_bp.","Total_length_..._0_bp.","Total_length_..._1000_bp.","Total_length_..._5000_bp.","Total_length_..._10000_bp.","Total_length_..._25000_bp.","Total_length_..._50000_bp.","contigs","Largest_contig","Total_length","Reference_length","GC_...","Reference_GC_...","N50","NG50","L50","LG50","total_reads","left","right","Mapped_...","Reference_mapped_...","Properly_paired_...","Reference_properly_paired_...","Avg_coverage_depth","Reference_avg_coverage_depth","Coverage_.._1x_...","Reference_coverage_.._1x_...","misassemblies","misassembled_contigs","Misassembled_contigs_length","local_misassemblies","scaffold_gap_ext_mis","scaffold_gap_loc_mis","unaligned_mis_contigs","unaligned_contigs","Unaligned_length","Genome_fraction_...","Duplication_ratio","N.s_per_100_kbp","mismatches_per_100_kbp","indels_per_100_kbp","Largest_alignment","Total_aligned_length","NA50","NGA50","LA50","LGA50","ID","total_reads.1","left.1","right.1","mapped","Mapped_....1","properly_paired","Properly_paired_....1","singletons","Singletons_...","misjoint_mates","Misjoint_mates_...","Avg_coverage_depth.1","Coverage_.._1x_....1","Coverage_.._5x_...","Coverage_.._10x_...","reference_mapped","Reference_mapped_....1","reference_properly_paired","Reference_properly_paired_....1","reference_singletons","Reference_singletons_...","reference_misjoint_mates","Reference_misjoint_mates_...","Reference_avg_coverage_depth.1","Reference_coverage_.._1x_....1","Reference_coverage_.._5x_...","Reference_coverage_.._10x_...","Assembly.1","misassemblies.1","contig_misassemblies","c_relocations","c_translocations","c_inversions","scaffold_misassemblies","s_relocations","s_translocations","s_inversions","misassembled_contigs.1","Misassembled_contigs_length.1","local_misassemblies.1","scaffold_gap_ext_mis.1","scaffold_gap_loc_mis.1","unaligned_mis_contigs.1","mismatches","indels","indels_..._5_bp.","indels_.._5_bp.","Indels_length","fully_unaligned_contigs","Fully_unaligned_length","partially_unaligned_contigs","Partially_unaligned_length","N.s","pos_correct","poserr_major","poserr_ltr","poserr_unmapped","poserr_extramapped","Accuracy","Precision","Sensitivity","Specificity","F1score","User_time","System_time","Elapsed_time","MRSS","File_outputs","CPU_percentage"
"V2.26","SIM_A1_highcov_cont","replicate15",724,8645,1115,225.16667,12.79131,"viralngs_genome",1,1,1,0,0,0,8618,8618,8618,0,0,0,1,8618,8618,8645,"40.34",40.65,8618,"8618",1,"1",97813,175000,175000,339.03,382.6,320.23,380.68,9558,10072,96.86,100,"0","0","0","0","0","1","0","0 + 0 part",0,"96.695","1",3875.61,"635.34","59.94","8342","8342","8342","8342","1","1","SIM_A1_highcov_cont_replicate15_viralngs_genome",97813,175000,175000,331615,339.03,313230,320.23,18385,18.8,0,0,9558,96.86,96.86,96.86,348255,382.6,346510,380.68,1745,1.92,0,0,10072,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","53","5","4","1","18",0,0,"0","0",334,331615,0,0,18385,0,0.987666,0.98719,0.931269,0.997823,0.958414,634.77,20.52," 3;16.77",1251688,3681024," 333%"
"V2.36","SIM_A1_highcov_cont","replicate15",724,8645,1115,225.16667,12.79131,"vpipe_genome",1,1,1,0,0,0,8644,8644,8644,0,0,0,1,8644,8644,8645,"40.96",40.65,8644,"8644",1,"1",97739,175000,175000,344.54,382.6,331.57,380.68,9649,10072,99.29,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.849","1.002",0,"1239.72","393.93","8631","8631","8631","8631","1","1","SIM_A1_highcov_cont_replicate15_vpipe_genome",97739,175000,175000,336748,344.54,324076,331.57,12672,12.97,0,0,9649,99.29,99.2,99.2,348255,382.6,346510,380.68,1745,1.92,0,0,10072,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107","34","29","5","95",0,0,"0","0",0,336748,0,0,13252,0,0.985821,0.95458,0.952417,0.991838,0.953497,1719.35,618.17," 13;15.68",1187544,14508000," 293%"
"V27","SIM_A1_highcov_cont","replicate16",447,8639,1084,150.784646,9.893535,"shiver_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8639,"40.78",40.78,8624,"8624",1,"1",81454,175000,175000,427.72,427.32,425.74,425.35,10086,10077,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","46.38","8624","8624","8624","8624","1","1","SIM_A1_highcov_cont_replicate16_shiver_genome",81454,175000,175000,348393,427.72,346786,425.74,1607,1.97,0,0,10086,100,100,100,348389,427.32,346778,425.35,1611,1.98,0,0,10077,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","15",0,0,"0","0",0,348385,0,0,1607,8,0.999423,0.997297,0.998197,0.999603,0.997747,5498.05,82.86," 1;28;00",1344332,21077304," 105%"
"V2.17","SIM_A1_highcov_cont","replicate16",447,8639,1084,150.784646,9.893535,"smaltalign_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8639,"40.83",40.78,8624,"8624",1,"1",81739,175000,175000,425.66,427.32,423.13,425.35,10073,10077,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.849","1",0,"220.65","46.45","8611","8611","8611","8611","1","1","SIM_A1_highcov_cont_replicate16_smaltalign_genome",81739,175000,175000,347932,425.66,345864,423.13,2068,2.53,0,0,10073,100,100,99.93,348389,427.32,346778,425.35,1611,1.98,0,0,10077,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","4","3","1","15",0,0,"0","0",0,347932,0,0,2068,0,0.998616,0.992812,0.996393,0.998942,0.994599,2158.03,16.63," 13;20.75",1448136,2103904," 271%"
"V2.27","SIM_A1_highcov_cont","replicate16",447,8639,1084,150.784646,9.893535,"viralngs_genome",1,1,1,0,0,0,8623,8623,8623,0,0,0,1,8623,8623,8639,"40.67",40.78,8623,"8623",1,"1",81472,175000,175000,427.59,427.32,425.59,425.35,10086,10077,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.988","1",0,"301.52","46.39","8623","8623","8623","8623","1","1","SIM_A1_highcov_cont_replicate16_viralngs_genome",81472,175000,175000,348368,427.59,346736,425.59,1632,2,0,0,10086,100,100,100,348389,427.32,346778,425.35,1611,1.98,0,0,10077,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","4","3","1","15",0,0,"0","0",0,348354,0,0,1632,14,0.999539,0.998197,0.998197,0.999735,0.998197,633.17,20.38," 3;28.80",1253980,3681128," 313%"
"V2.37","SIM_A1_highcov_cont","replicate16",447,8639,1084,150.784646,9.893535,"vpipe_genome",1,1,1,0,0,0,8638,8638,8638,0,0,0,1,8638,8638,8639,"41.02",40.78,8638,"8638",1,"1",90608,175000,175000,368.93,427.32,352.68,425.35,9608,10077,99.37,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.849","1.002",0,"1089.86","382.61","8625","8625","8625","8625","1","1","SIM_A1_highcov_cont_replicate16_vpipe_genome",90608,175000,175000,334278,368.93,319554,352.68,14724,16.25,0,0,9608,99.37,99.26,99.2,348389,427.32,346778,425.35,1611,1.98,0,0,10077,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","33","29","4","83",0,0,"0","0",0,334278,0,0,15722,0,0.991002,0.968211,0.961226,0.99537,0.964706,1567.1,550.06," 12;11.27",1186292,14511920," 289%"
"V28","SIM_A1_highcov_cont","replicate17",1351,8648,1297,140.84768,10.43051,"shiver_genome",1,1,1,0,0,0,8621,8621,8621,0,0,0,1,8621,8621,8648,"40.22",40.22,8621,"8621",1,"1",85712,175000,175000,406.47,405.24,404.6,403.37,10086,10080,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","81.2","8621","8621","8621","8621","1","1","SIM_A1_highcov_cont_replicate17_shiver_genome",85712,175000,175000,348397,406.47,346794,404.6,1603,1.87,0,0,10086,100,100,100,348397,405.24,346794,403.37,1603,1.86,0,0,10080,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","2","27",0,0,"0","0",0,348397,0,0,1603,0,0.998388,0.991831,0.998629,0.998339,0.995219,5792.91,91.48," 1;33;08",1345180,22479928," 105%"
"V2.18","SIM_A1_highcov_cont","replicate17",1351,8648,1297,140.84768,10.43051,"smaltalign_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8648,"40.24",40.22,8624,"8624",1,"1",85768,175000,175000,406.21,405.24,404.34,403.37,10087,10080,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"23.19","69.57","8624","8624","8624","8624","1","1","SIM_A1_highcov_cont_replicate17_smaltalign_genome",85768,175000,175000,348397,406.21,346794,404.34,1603,1.87,0,0,10087,100,100,100,348397,405.24,346794,403.37,1603,1.86,0,0,10080,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","4","2","24",0,0,"0","0",0,348397,0,0,1603,0,0.998503,0.992507,0.998629,0.998478,0.995559,2273.87,17.76," 14;17.67",1448160,2102016," 267%"
"V2.28","SIM_A1_highcov_cont","replicate17",1351,8648,1297,140.84768,10.43051,"viralngs_genome",1,1,1,0,0,0,8630,8630,8630,0,0,0,1,8630,8630,8648,"40.4",40.22,8630,"8630",1,"1",92093,175000,175000,365,405.24,349.95,403.37,9681,10080,98.11,100,"0","0","0","0","0","1","0","0 + 0 part",0,"98.109","1.001",2862.11,"1594.43","82.67","8467","8467","8467","8467","1","1","SIM_A1_highcov_cont_replicate17_viralngs_genome",92093,175000,175000,336138,365,322276,349.95,13862,15.05,0,0,9681,98.11,98.11,98.11,348397,405.24,346794,403.37,1603,1.86,0,0,10080,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","135","7","6","1","24",0,0,"0","0",247,336138,0,0,13862,0,0.991594,0.994294,0.955449,0.998893,0.974484,591.33,20.19," 3;33.46",1255468,3715296," 286%"
"V2.38","SIM_A1_highcov_cont","replicate17",1351,8648,1297,140.84768,10.43051,"vpipe_genome",1,1,1,0,0,0,8635,8635,8635,0,0,0,1,8635,8635,8648,"40.6",40.22,8635,"8635",1,"1",95866,175000,175000,346,405.24,328.72,403.37,9478,10080,99.35,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.849","1.002",0,"1948.5","533.52","8622","8622","8622","8622","1","1","SIM_A1_highcov_cont_replicate17_vpipe_genome",95866,175000,175000,331699,346,315126,328.72,16573,17.29,0,0,9478,99.35,99.26,99.26,348397,405.24,346794,403.37,1603,1.86,0,0,10080,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","46","39","7","133",0,0,"0","0",0,331699,0,0,18301,0,0.97743,0.935217,0.930089,0.98699,0.932646,1951.65,729.8," 14;30.10",1185756,14504392," 308%"
"V29","SIM_A1_highcov_cont","replicate18",876,8651,1103,282.60828,17.44323,"shiver_genome",1,1,1,0,0,0,8623,8623,8623,0,0,0,1,8623,8623,8651,"40.73",40.73,8623,"8623",1,"1",92386,175000,175000,376.96,375.78,375.08,373.9,10074,10068,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"11.6","92.78","8623","8623","8623","8623","1","1","SIM_A1_highcov_cont_replicate18_shiver_genome",92386,175000,175000,348261,376.96,346522,375.08,1739,1.88,0,0,10074,100,100,100,348255,375.78,346510,373.9,1745,1.88,0,0,10068,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8","6","2","28",0,0,"0","0",0,348255,0,0,1739,6,0.998042,0.991321,0.998127,0.998022,0.994712,21415.65,178.48," 5;43;11",1344884,72472632," 104%"
"V2.19","SIM_A1_highcov_cont","replicate18",876,8651,1103,282.60828,17.44323,"smaltalign_genome",1,1,1,0,0,0,8618,8618,8618,0,0,0,1,8618,8618,8651,"40.66",40.73,8618,"8618",1,"1",92347,175000,175000,377.07,375.78,375.13,373.9,10072,10068,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"185.66","92.83","8618","8618","8618","8618","1","1","SIM_A1_highcov_cont_replicate18_smaltalign_genome",92347,175000,175000,348211,377.07,346422,375.13,1789,1.94,0,0,10072,100,100,100,348255,375.78,346510,373.9,1745,1.88,0,0,10068,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","8","5","3","33",0,0,"0","0",0,348194,0,0,1789,17,0.998042,0.991321,0.998127,0.998022,0.994712,2682.29,19.5," 19;03.64",1448300,2138400," 236%"
"V2.29","SIM_A1_highcov_cont","replicate18",876,8651,1103,282.60828,17.44323,"viralngs_genome",1,1,1,0,0,0,8304,8304,8304,0,0,0,1,8304,8304,8651,"40.48",40.73,8304,"8304",1,"1",123749,175000,175000,233.26,375.78,186.5,373.9,8535,10068,91.34,100,"0","0","0","0","0","5","0","0 + 0 part",0,"87.891","1.001",9658,"975.61","65.92","7585","7585","7585","7585","1","1","SIM_A1_highcov_cont_replicate18_viralngs_genome",123749,175000,175000,288657,233.26,230792,186.5,57865,46.76,0,0,8535,91.34,91.34,91.34,348255,375.78,346510,373.9,1745,1.88,0,0,10068,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","74","5","4","1","18",0,0,"0","0",802,288651,0,0,61343,6,0.960488,0.990647,0.793383,0.998305,0.881109,638.53,20.16," 3;06.08",1255160,3705536," 353%"
"V2.39","SIM_A1_highcov_cont","replicate18",876,8651,1103,282.60828,17.44323,"vpipe_genome",1,1,1,0,0,0,8644,8644,8644,0,0,0,1,8644,8644,8651,"41.03",40.73,8644,"8644",1,"1",99920,175000,175000,336.2,375.78,322.73,373.9,9623,10068,99.35,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.849","1.003",0,"1112.27","382.34","8631","8631","8631","8631","1","1","SIM_A1_highcov_cont_replicate18_vpipe_genome",99920,175000,175000,335928,336.2,322470,322.73,13458,13.47,0,0,9623,99.35,99.27,99.27,348255,375.78,346510,373.9,1745,1.88,0,0,10068,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96","33","27","6","95",0,0,"0","0",0,335923,0,0,14072,5,0.987098,0.970328,0.959426,0.993361,0.964846,1717.83,615.38," 13;00.97",1187620,14508656," 298%"
"V210","SIM_A1_highcov_cont","replicate19",318,8642,1082,114.622626,6.076768,"shiver_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8642,"40.79",40.79,8624,"8624",1,"1",81046,175000,175000,429.73,429.31,427.6,427.19,10083,10078,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","69.57","8624","8624","8624","8624","1","1","SIM_A1_highcov_cont_replicate19_shiver_genome",81046,175000,175000,348277,429.73,346554,427.6,1723,2.13,0,0,10083,100,100,100,348277,429.31,346554,427.19,1723,2.12,0,0,10078,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","18",0,0,"0","0",0,348277,0,0,1723,0,0.999654,0.996991,1,0.999609,0.998493,7943.62,103.19," 2;07;39",1344324,29532264," 105%"
"V2.110","SIM_A1_highcov_cont","replicate19",318,8642,1082,114.622626,6.076768,"smaltalign_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8642,"40.79",40.79,8624,"8624",1,"1",81068,175000,175000,429.56,429.31,427.39,427.19,10082,10078,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"23.19","69.57","8624","8624","8624","8624","1","1","SIM_A1_highcov_cont_replicate19_smaltalign_genome",81068,175000,175000,348237,429.56,346474,427.39,1763,2.17,0,0,10082,100,100,100,348277,429.31,346554,427.19,1723,2.12,0,0,10078,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","6","0","18",0,0,"0","0",0,348236,0,0,1763,1,0.999654,0.996991,1,0.999609,0.998493,2027.76,16.51," 12;14.33",1448212,2090528," 278%"
"V2.210","SIM_A1_highcov_cont","replicate19",318,8642,1082,114.622626,6.076768,"viralngs_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8642,"40.72",40.79,8624,"8624",1,"1",81045,175000,175000,429.73,429.31,427.6,427.19,10083,10078,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"104.36","69.57","8624","8624","8624","8624","1","1","SIM_A1_highcov_cont_replicate19_viralngs_genome",81045,175000,175000,348276,429.73,346552,427.6,1724,2.13,0,0,10083,100,100,100,348277,429.31,346554,427.19,1723,2.12,0,0,10078,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","6","6","0","18",0,0,"0","0",0,348276,0,0,1724,0,0.999539,0.995992,1,0.999479,0.997992,621.56,20.51," 4;01.27",1249360,3720904," 266%"
"V2.310","SIM_A1_highcov_cont","replicate19",318,8642,1082,114.622626,6.076768,"vpipe_genome",1,1,1,0,0,0,8632,8632,8632,0,0,0,1,8632,8632,8642,"41.09",40.79,8632,"8632",1,"1",88296,175000,175000,381.34,429.31,366.67,427.19,9668,10078,99.29,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.849","1.001",0,"1148.63","348.07","8619","8619","8619","8619","1","1","SIM_A1_highcov_cont_replicate19_vpipe_genome",88296,175000,175000,336712,381.34,323756,366.67,12956,14.67,0,0,9668,99.29,99.2,99.2,348277,429.31,346554,427.19,1723,2.12,0,0,10078,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","30","25","5","86",0,0,"0","0",0,336712,0,0,13288,0,0.989737,0.967942,0.94165,0.995962,0.954615,1476.48,504.95," 11;18.50",1240892,14514272," 292%"
"V211","SIM_A1_highcov_cont","replicate2",556,8641,1138,144.72101,9.398788,"shiver_genome",1,1,1,0,0,0,8635,8635,8635,0,0,0,1,8635,8635,8641,"40.78",40.78,8635,"8635",1,"1",350000,175000,175000,99.61,99.59,99.23,99.19,10077,10077,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","34.74","8632","8632","8632","8632","1","1","SIM_A1_highcov_cont_replicate2_shiver_genome",350000,175000,175000,348652,99.61,347304,99.23,1348,0.39,0,0,10077,100,100,100,348577,99.59,347154,99.19,1423,0.41,0,0,10077,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","9",0,0,"0","0",0,348585,0,0,1348,67,0.996543,0.973468,0.999061,0.99619,0.986098,9969.2,214.78," 2;40;20",1343064,34711280," 105%"
"V2.111","SIM_A1_highcov_cont","replicate2",556,8641,1138,144.72101,9.398788,"smaltalign_genome",1,1,1,0,0,0,8635,8635,8635,0,0,0,1,8635,8635,8641,"40.78",40.78,8635,"8635",1,"1",350000,175000,175000,99.59,99.59,99.19,99.19,10079,10077,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","23.16","8635","8635","8635","8635","1","1","SIM_A1_highcov_cont_replicate2_smaltalign_genome",350000,175000,175000,348577,99.59,347154,99.19,1423,0.41,0,0,10079,100,100,100,348577,99.59,347154,99.19,1423,0.41,0,0,10077,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","6",0,0,"0","0",0,348577,0,0,1423,0,0.996543,0.973468,0.999061,0.99619,0.986098,2144.02,19.26," 13;42.06",1433284,2105688," 263%"
"V2.211","SIM_A1_highcov_cont","replicate2",556,8641,1138,144.72101,9.398788,"viralngs_genome",1,1,1,0,0,0,8629,8629,8629,0,0,0,1,8629,8629,8641,"40.7",40.78,8629,"8629",1,"1",350000,175000,175000,99.59,99.59,99.18,99.19,10076,10077,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",11.59,"127.39","34.74","8629","8629","8629","8629","1","1","SIM_A1_highcov_cont_replicate2_viralngs_genome",350000,175000,175000,348559,99.59,347118,99.18,1441,0.41,0,0,10076,100,100,100,348577,99.59,347154,99.19,1423,0.41,0,0,10077,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","3","2","1","12",0,0,"0","0",1,348559,0,0,1441,0,0.996312,0.972553,0.998122,0.996059,0.985171,500.58,30.09," 4;26.87",1379504,3478528," 198%"
"V2.311","SIM_A1_highcov_cont","replicate2",556,8641,1138,144.72101,9.398788,"vpipe_genome",1,1,1,0,0,0,8638,8638,8638,0,0,0,1,8638,8638,8641,"41.1",40.78,8638,"8638",1,"1",350000,175000,175000,95.53,99.59,91.74,99.19,9587,10077,99.32,100,"0","0","0","1","0","0","0","0 + 0 part",0,"97.533","1.026",0,"783.66","201.85","8430","8430","8430","8430","1","1","SIM_A1_highcov_cont_replicate2_vpipe_genome",350000,175000,175000,334368,95.53,321094,91.74,13274,3.79,0,0,9587,99.32,99.27,99.27,348577,99.59,347154,99.19,1423,0.41,0,0,10077,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","66","17","11","6","102",0,0,"0","0",0,334368,0,0,15632,0,0.986516,0.927027,0.966197,0.989359,0.946207,1625.62,562.81," 12;09.21",1185200,13294832," 300%"
"V212","SIM_A1_highcov_cont","replicate20",136,8645,1090,51.007677,3.474141,"shiver_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8645,"40.8",40.8,8624,"8624",1,"1",81603,175000,175000,426.96,426.2,425.01,424.25,10090,10086,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","81.17","8624","8624","8624","8624","1","1","SIM_A1_highcov_cont_replicate20_shiver_genome",81603,175000,175000,348411,426.96,346822,425.01,1589,1.95,0,0,10090,100,100,100,348411,426.2,346822,424.25,1589,1.94,0,0,10086,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","0","21",0,0,"0","0",0,348411,0,0,1589,0,0.998847,0.986928,1,0.998737,0.993421,4020.9,77.3," 1;04;48",1373368,15389704," 105%"
"V2.112","SIM_A1_highcov_cont","replicate20",136,8645,1090,51.007677,3.474141,"smaltalign_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8645,"40.8",40.8,8624,"8624",1,"1",81603,175000,175000,426.96,426.2,425.01,424.25,10090,10086,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","81.17","8624","8624","8624","8624","1","1","SIM_A1_highcov_cont_replicate20_smaltalign_genome",81603,175000,175000,348411,426.96,346822,425.01,1589,1.95,0,0,10090,100,100,100,348411,426.2,346822,424.25,1589,1.94,0,0,10086,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","0","21",0,0,"0","0",0,348411,0,0,1589,0,0.998847,0.986928,1,0.998737,0.993421,1811.9,16.98," 10;27.97",1448200,2057352," 291%"
"V2.212","SIM_A1_highcov_cont","replicate20",136,8645,1090,51.007677,3.474141,"viralngs_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8645,"40.8",40.8,8624,"8624",1,"1",81603,175000,175000,426.96,426.2,425.01,424.25,10090,10086,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","81.17","8624","8624","8624","8624","1","1","SIM_A1_highcov_cont_replicate20_viralngs_genome",81603,175000,175000,348411,426.96,346822,425.01,1589,1.95,0,0,10090,100,100,100,348411,426.2,346822,424.25,1589,1.94,0,0,10086,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","0","21",0,0,"0","0",0,348411,0,0,1589,0,0.998847,0.986928,1,0.998737,0.993421,667,20.58," 5;05.10",1244912,3805848," 225%"
"V2.312","SIM_A1_highcov_cont","replicate20",136,8645,1090,51.007677,3.474141,"vpipe_genome",1,1,1,0,0,0,8632,8632,8632,0,0,0,1,8632,8632,8645,"41.13",40.8,8632,"8632",1,"1",89655,175000,175000,374.13,426.2,358.85,424.25,9628,10086,99.35,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.849","1.001",0,"1090.61","452.49","8619","8619","8619","8619","1","1","SIM_A1_highcov_cont_replicate20_vpipe_genome",89655,175000,175000,335429,374.13,321728,358.85,13701,15.28,0,0,9628,99.35,99.26,99.25,348411,426.2,346822,424.25,1589,1.94,0,0,10086,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","39","34","5","115",0,0,"0","0",0,335429,0,0,14571,0,0.989856,0.935948,0.948344,0.993813,0.942105,1402.58,477.84," 11;12.91",1185232,14503160," 279%"
"V213","SIM_A1_highcov_cont","replicate3",994,8663,1249,226.7202,17.3101,"shiver_genome",1,1,1,0,0,0,8627,8627,8627,0,0,0,1,8627,8627,8663,"40.16",40.16,8627,"8627",1,"1",350000,175000,175000,99.59,99.59,99.18,99.17,10080,10062,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","104.32","8627","8627","8627","8627","1","1","SIM_A1_highcov_cont_replicate3_shiver_genome",350000,175000,175000,348570,99.59,347140,99.18,1430,0.41,0,0,10080,100,100,100,348552,99.59,347104,99.17,1448,0.41,0,0,10062,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","7","2","36",0,0,"0","0",0,348552,0,0,1430,18,0.994018,0.970706,0.994543,0.993912,0.98248,12949.41,197.18," 3;29;32",1342524,40515152," 104%"
"V2.113","SIM_A1_highcov_cont","replicate3",994,8663,1249,226.7202,17.3101,"smaltalign_genome",1,1,1,0,0,0,8630,8630,8630,0,0,0,1,8630,8630,8663,"40.15",40.16,8630,"8630",1,"1",350000,175000,175000,99.58,99.59,99.17,99.17,10077,10062,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"104.32","92.73","8630","8630","8630","8630","1","1","SIM_A1_highcov_cont_replicate3_smaltalign_genome",350000,175000,175000,348546,99.58,347092,99.17,1454,0.42,0,0,10077,100,100,100,348552,99.59,347104,99.17,1448,0.41,0,0,10062,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","8","6","2","33",0,0,"0","0",0,348478,0,0,1454,68,0.993903,0.97006,0.994543,0.993773,0.982149,2429.21,20.38," 15;32.00",1448288,2113640," 262%"
"V2.213","SIM_A1_highcov_cont","replicate3",994,8663,1249,226.7202,17.3101,"viralngs_genome",1,1,1,0,0,0,8582,8582,8582,0,0,0,1,8582,8582,8663,"40.22",40.16,8582,"8582",1,"1",350000,175000,175000,99.58,99.59,99.17,99.17,10118,10062,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.444","1",233.05,"979.14","93.25","8582","8582","8582","8582","1","1","SIM_A1_highcov_cont_replicate3_viralngs_genome",350000,175000,175000,348541,99.58,347082,99.17,1459,0.42,0,0,10118,100,100,100,348552,99.59,347104,99.17,1448,0.41,0,0,10062,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84","8","6","2","33",0,0,"0","0",20,348472,0,0,1459,69,0.988266,0.972299,0.957708,0.994465,0.964948,490.2,30.24," 4;07.33",1378976,3466384," 210%"
