"Dataset","Sample","Length_of_benchmarking_reference","Distance_from_HXB2","Assembly","contigs_..._0_bp.","contigs_..._1000_bp.","contigs_..._5000_bp.","contigs_..._10000_bp.","contigs_..._25000_bp.","contigs_..._50000_bp.","Total_length_..._0_bp.","Total_length_..._1000_bp.","Total_length_..._5000_bp.","Total_length_..._10000_bp.","Total_length_..._25000_bp.","Total_length_..._50000_bp.","contigs","Largest_contig","Total_length","Reference_length","GC_...","Reference_GC_...","N50","NG50","N90","NG90","auN","auNG","L50","LG50","L90","LG90","total_reads","left","right","Mapped_...","Reference_mapped_...","Properly_paired_...","Reference_properly_paired_...","Avg_coverage_depth","Reference_avg_coverage_depth","Coverage_.._1x_...","Reference_coverage_.._1x_...","misassemblies","misassembled_contigs","Misassembled_contigs_length","local_misassemblies","scaffold_gap_ext_mis","scaffold_gap_loc_mis","structural_variations","unaligned_mis_contigs","unaligned_contigs","Unaligned_length","Genome_fraction_...","Duplication_ratio","N.s_per_100_kbp","mismatches_per_100_kbp","indels_per_100_kbp","Largest_alignment","Total_aligned_length","NA50","NGA50","NA90","NGA90","auNA","auNGA","LA50","LGA50","LA90","LGA90","ID","total_reads.1","left.1","right.1","mapped","Mapped_....1","properly_paired","Properly_paired_....1","singletons","Singletons_...","misjoint_mates","Misjoint_mates_...","Avg_coverage_depth.1","Coverage_.._1x_....1","Coverage_.._5x_...","Coverage_.._10x_...","reference_mapped","Reference_mapped_....1","reference_properly_paired","Reference_properly_paired_....1","reference_singletons","Reference_singletons_...","reference_misjoint_mates","Reference_misjoint_mates_...","Reference_avg_coverage_depth.1","Reference_coverage_.._1x_....1","Reference_coverage_.._5x_...","Reference_coverage_.._10x_...","Assembly.1","misassemblies.1","contig_misassemblies","c_relocations","c_translocations","c_inversions","scaffold_misassemblies","s_relocations","s_translocations","s_inversions","misassembled_contigs.1","Misassembled_contigs_length.1","local_misassemblies.1","scaffold_gap_ext_mis.1","scaffold_gap_loc_mis.1","structural_variations.1","unaligned_mis_contigs.1","mismatches","indels","indels_..._5_bp.","indels_.._5_bp.","Indels_length","fully_unaligned_contigs","Fully_unaligned_length","partially_unaligned_contigs","Partially_unaligned_length","N.s","pos_correct","poserr_major","poserr_ltr","poserr_unmapped","poserr_extramapped","Accuracy","Precision","Sensitivity","Specificity","F1score","User_time","System_time","Elapsed_time","MRSS","File_outputs","CPU_percentage"
"V26","SSNGS_HUN_INT","SSNGS_108.2020_INT",1175,NA,"shiver_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1175,39,38.91,1195,1195,1195,1195,1195,1215.3,1,1,1,1,575288,306177,306177,14.54,14.33,12.06,11.87,10115,10136,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.003,0,0,0,1175,1175,"1175","1175","1175","1175",1155.3,1175,"1","1","1","1","SSNGS_HUN_INT_SSNGS_108.2020_INT_shiver_genome",575288,306177,306177,83628,14.54,69400,12.06,10782,1.87,0,0,10115,100,100,100,82480,14.33,68314,11.87,10764,1.87,0,0,10136,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82476,0,0,528726,1152,0.988285,0.986111,0.992236,0.983666,0.989164,1343.17,30.93," 21;55.35",1550780,10135784," 104%"
"V2.16","SSNGS_HUN_INT","SSNGS_108.2020_INT",1175,NA,"smaltalign_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1175,39,38.91,1195,1195,1195,1195,1195,1215.3,1,1,1,1,575288,306177,306177,14.54,14.33,12.06,11.87,10115,10136,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.003,0,0,0,1175,1175,"1175","1175","1175","1175",1155.3,1175,"1","1","1","1","SSNGS_HUN_INT_SSNGS_108.2020_INT_smaltalign_genome",575288,306177,306177,83628,14.54,69400,12.06,10782,1.87,0,0,10115,100,100,100,82480,14.33,68314,11.87,10764,1.87,0,0,10136,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82477,0,0,528726,1151,0.988285,0.986111,0.992236,0.983666,0.989164,832.09,7," 4;51.26",1426048,1399744," 288%"
"V2.26","SSNGS_HUN_INT","SSNGS_108.2020_INT",1175,NA,"viralngs_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1175,38.91,38.91,1195,1195,1195,1195,1195,1215.3,1,1,1,1,575291,306177,306177,14.54,14.33,12.07,11.87,10115,10136,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.003,0,0,0,1175,1175,"1175","1175","1175","1175",1155.3,1175,"1","1","1","1","SSNGS_HUN_INT_SSNGS_108.2020_INT_viralngs_genome",575291,306177,306177,83634,14.54,69420,12.07,10764,1.87,0,0,10115,100,100,100,82480,14.33,68314,11.87,10764,1.87,0,0,10136,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82477,0,0,528720,1157,0.986611,0.986068,0.98913,0.983666,0.987597,968.1,27.12," 7;09.96",1262680,6571760," 231%"
"V2.36","SSNGS_HUN_INT","SSNGS_108.2020_INT",1175,NA,"vpipe_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1175,39,38.91,1195,1195,1195,1195,1195,1215.3,1,1,1,1,575288,306177,306177,14.54,14.33,12.06,11.87,10115,10136,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.003,0,0,0,1175,1175,"1175","1175","1175","1175",1155.3,1175,"1","1","1","1","SSNGS_HUN_INT_SSNGS_108.2020_INT_vpipe_genome",575288,306177,306177,83630,14.54,69402,12.06,10782,1.87,0,0,10115,100,100,100,82480,14.33,68314,11.87,10764,1.87,0,0,10136,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82476,0,0,528724,1154,0.983264,0.985981,0.982919,0.983666,0.984448,30515.37,6981.2," 2;45;31",1186600,18872896," 377%"
"V27","SSNGS_HUN_INT","SSNGS_11.2020_INT",1006,NA,"shiver_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1006,39.5,40.02,1195,1195,1195,1195,1195,1419.5,1,1,1,1,511982,275885,275885,16.75,11.92,13.2,8.83,9618,8178,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.009,0,0,0,1006,1006,"1006","1006","-","1006",846.9,1006,"1","1","-","1","SSNGS_HUN_INT_SSNGS_11.2020_INT_shiver_genome",511982,275885,275885,85746,16.75,67578,13.2,4840,0.95,0,0,9618,100,100,100,62271,11.92,46096,8.83,5685,1.09,0,0,8178,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62134,0,0,466024,23612,0.920502,0.783529,0.991071,0.892899,0.875164,1233.35,25.14," 19;48.66",1461640,7359152," 105%"
"V2.17","SSNGS_HUN_INT","SSNGS_11.2020_INT",1006,NA,"smaltalign_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1006,39.5,40.02,1195,1195,1195,1195,1195,1419.5,1,1,1,1,511971,275885,275885,16.75,11.92,13.2,8.83,9618,8178,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.009,0,0,0,1006,1006,"1006","1006","-","1006",846.9,1006,"1","1","-","1","SSNGS_HUN_INT_SSNGS_11.2020_INT_smaltalign_genome",511971,275885,275885,85752,16.75,67584,13.2,4840,0.95,0,0,9618,100,100,100,62271,11.92,46096,8.83,5685,1.09,0,0,8178,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62141,0,0,466018,23611,0.918828,0.786571,0.97619,0.896391,0.871182,780.79,7.13," 5;01.46",1425696,1331120," 261%"
"V2.27","SSNGS_HUN_INT","SSNGS_11.2020_INT",1006,NA,"viralngs_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1006,39.5,40.02,1195,1195,1195,1195,1195,1419.5,1,1,1,1,511961,275885,275885,16.75,11.92,13.2,8.83,9620,8178,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.009,0,0,0,1006,1006,"1006","1006","-","1006",846.9,1006,"1","1","-","1","SSNGS_HUN_INT_SSNGS_11.2020_INT_viralngs_genome",511961,275885,275885,85762,16.75,67600,13.2,4850,0.95,0,0,9620,100,100,100,62271,11.92,46096,8.83,5685,1.09,0,0,8178,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62144,0,0,466008,23618,0.920502,0.790361,0.97619,0.898719,0.873502,798.59,23.38," 6;10.07",1258780,5473960," 222%"
"V2.37","SSNGS_HUN_INT","SSNGS_11.2020_INT",1006,NA,"vpipe_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1006,39.5,40.02,1195,1195,1195,1195,1195,1419.5,1,1,1,1,511984,275885,275885,16.75,11.92,13.21,8.83,9620,8178,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.009,0,0,0,1006,1006,"1006","1006","-","1006",846.9,1006,"1","1","-","1","SSNGS_HUN_INT_SSNGS_11.2020_INT_vpipe_genome",511984,275885,275885,85766,16.75,67626,13.21,4822,0.94,0,0,9620,100,100,100,62271,11.92,46096,8.83,5685,1.09,0,0,8178,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62142,0,0,466004,23624,0.920502,0.790361,0.97619,0.898719,0.873502,24724.54,4435.26," 2;08;30",1178572,18243232," 378%"
"V28","SSNGS_HUN_INT","SSNGS_110.2020_INT",1158,NA,"shiver_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1158,39.16,39.1,1195,1195,1195,1195,1195,1233.2,1,1,1,1,1022519,541353,541353,12.67,12.28,10.2,9.83,15100,15082,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.002,0,259.07,0,1158,1158,"1158","1158","1158","1158",1122.1,1158,"1","1","1","1","SSNGS_HUN_INT_SSNGS_110.2020_INT_shiver_genome",1022519,541353,541353,129546,12.67,104262,10.2,12536,1.23,0,0,15100,100,100,100,125745,12.28,100642,9.83,12699,1.24,0,0,15082,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,125750,0,0,953160,3796,0.973222,0.952715,0.990893,0.958204,0.971429,2322.58,45.6," 37;45.25",1439464,16254120," 104%"
"V2.18","SSNGS_HUN_INT","SSNGS_110.2020_INT",1158,NA,"smaltalign_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1158,39.16,39.1,1195,1195,1195,1195,1195,1233.2,1,1,1,1,1022516,541353,541353,12.67,12.28,10.2,9.83,15100,15082,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.002,0,259.07,0,1158,1158,"1158","1158","1158","1158",1122.1,1158,"1","1","1","1","SSNGS_HUN_INT_SSNGS_110.2020_INT_smaltalign_genome",1022516,541353,541353,129545,12.67,104264,10.2,12537,1.23,0,0,15100,100,100,100,125745,12.28,100642,9.83,12699,1.24,0,0,15082,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,125747,0,0,953161,3798,0.973222,0.952715,0.990893,0.958204,0.971429,1105.5,7.81," 9;03.20",1425800,1335048," 204%"
"V2.28","SSNGS_HUN_INT","SSNGS_110.2020_INT",1158,NA,"viralngs_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1158,39.16,39.1,1195,1195,1195,1195,1195,1233.2,1,1,1,1,1022515,541353,541353,12.67,12.28,10.2,9.83,15100,15082,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.002,0,259.07,0,1158,1158,"1158","1158","1158","1158",1122.1,1158,"1","1","1","1","SSNGS_HUN_INT_SSNGS_110.2020_INT_viralngs_genome",1022515,541353,541353,129542,12.67,104264,10.2,12540,1.23,0,0,15100,100,100,100,125745,12.28,100642,9.83,12699,1.24,0,0,15082,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,125746,0,0,953164,3796,0.972385,0.951049,0.990893,0.956656,0.970562,1295.86,38.35," 9;18.08",1445416,10093544," 239%"
"V2.38","SSNGS_HUN_INT","SSNGS_110.2020_INT",1158,NA,"vpipe_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1158,39.16,39.1,1195,1195,1195,1195,1195,1233.2,1,1,1,1,1022512,541353,541353,12.67,12.28,10.19,9.83,15073,15082,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.002,0,431.78,172.71,1158,1158,"1158","1158","1158","1158",1122.1,1158,"1","1","1","1","SSNGS_HUN_INT_SSNGS_110.2020_INT_vpipe_genome",1022512,541353,541353,129532,12.67,104240,10.19,12546,1.23,0,0,15073,100,100,100,125745,12.28,100642,9.83,12699,1.24,0,0,15082,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,4,0,0,0,0,0,125737,0,0,953174,3795,0.96569,0.947183,0.979964,0.95356,0.963295,53890.45,14370.68," 5;00;49",1461312,20428088," 378%"
"V29","SSNGS_HUN_INT","SSNGS_111.2017_INT",1189,NA,"shiver_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1189,39.25,39.22,1195,1195,1195,1195,1195,1201,1,1,1,1,593328,321756,321756,15.91,15.77,12.51,12.34,11228,11192,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.005,0,84.1,0,1189,1189,"1189","1189","1189","1189",1183,1189,"1","1","1","1","SSNGS_HUN_INT_SSNGS_111.2017_INT_shiver_genome",593328,321756,321756,94414,15.91,74206,12.51,15942,2.69,0,0,11228,100,100,100,93585,15.77,73214,12.34,16125,2.72,0,0,11192,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93578,0,0,549098,836,0.9841,0.984797,0.983137,0.98505,0.983966,2514.6,32.41," 40;32.52",1523320,11228840," 104%"
"V2.19","SSNGS_HUN_INT","SSNGS_111.2017_INT",1189,NA,"smaltalign_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1189,39.25,39.22,1195,1195,1195,1195,1195,1201,1,1,1,1,593329,321756,321756,15.91,15.77,12.51,12.34,11228,11192,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.005,0,84.1,0,1189,1189,"1189","1189","1189","1189",1183,1189,"1","1","1","1","SSNGS_HUN_INT_SSNGS_111.2017_INT_smaltalign_genome",593329,321756,321756,94407,15.91,74202,12.51,15945,2.69,0,0,11228,100,100,100,93585,15.77,73214,12.34,16125,2.72,0,0,11192,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93572,0,0,549105,835,0.9841,0.984797,0.983137,0.98505,0.983966,1038.6,8.03," 7;27.75",1425740,1433336," 233%"
"V2.29","SSNGS_HUN_INT","SSNGS_111.2017_INT",1189,NA,"viralngs_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1189,39.25,39.22,1195,1195,1195,1195,1195,1201,1,1,1,1,593329,321756,321756,15.91,15.77,12.51,12.34,11228,11192,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.005,0,84.1,0,1189,1189,"1189","1189","1189","1189",1183,1189,"1","1","1","1","SSNGS_HUN_INT_SSNGS_111.2017_INT_viralngs_genome",593329,321756,321756,94411,15.91,74206,12.51,15943,2.69,0,0,11228,100,100,100,93585,15.77,73214,12.34,16125,2.72,0,0,11192,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93575,0,0,549101,836,0.982427,0.984746,0.979764,0.98505,0.982249,1025.59,30.88," 5;47.36",1187456,7751688," 304%"
"V2.39","SSNGS_HUN_INT","SSNGS_111.2017_INT",1189,NA,"vpipe_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1189,39.25,39.22,1195,1195,1195,1195,1195,1201,1,1,1,1,593328,321756,321756,15.91,15.77,12.51,12.34,11228,11192,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.005,0,84.1,0,1189,1189,"1189","1189","1189","1189",1183,1189,"1","1","1","1","SSNGS_HUN_INT_SSNGS_111.2017_INT_vpipe_genome",593328,321756,321756,94411,15.91,74204,12.51,15941,2.69,0,0,11228,100,100,100,93585,15.77,73214,12.34,16125,2.72,0,0,11192,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93573,0,0,549101,838,0.983264,0.984772,0.98145,0.98505,0.983108,44218.06,10793.2," 4;01;38",1191308,18651928," 379%"
"V210","SSNGS_HUN_INT","SSNGS_12.2019_INT",1098,NA,"shiver_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1098,39.5,39.72,1195,1195,1195,1195,1195,1300.6,1,1,1,1,517859,279681,279681,17.74,14.87,13.54,10.39,10339,9419,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,99.817,1.006,0,0,0,1095,1095,"1095","1095","1095","1095",1003.4,1092,"1","1","1","1","SSNGS_HUN_INT_SSNGS_12.2019_INT_shiver_genome",517859,279681,279681,91844,17.74,70126,13.54,8806,1.7,0,0,10339,100,100,100,77690,14.87,54300,10.39,11684,2.24,0,0,9419,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77669,0,0,467518,14175,0.927197,0.847784,0.982143,0.894244,0.910031,1333.1,23.2," 21;52.36",1495668,6485432," 103%"
"V2.110","SSNGS_HUN_INT","SSNGS_12.2019_INT",1098,NA,"smaltalign_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1098,39.5,39.72,1195,1195,1195,1195,1195,1300.6,1,1,1,1,517858,279681,279681,17.74,14.87,13.54,10.39,10339,9419,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,99.817,1.006,0,0,0,1095,1095,"1095","1095","1095","1095",1003.4,1092,"1","1","1","1","SSNGS_HUN_INT_SSNGS_12.2019_INT_smaltalign_genome",517858,279681,279681,91849,17.74,70130,13.54,8807,1.7,0,0,10339,100,100,100,77690,14.87,54300,10.39,11684,2.24,0,0,9419,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77672,0,0,467513,14177,0.930544,0.85575,0.979911,0.900937,0.913632,975.95,7.27," 7;58.38",1425700,1310304," 205%"
"V2.210","SSNGS_HUN_INT","SSNGS_12.2019_INT",1098,NA,"viralngs_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1098,39.5,39.72,1195,1195,1195,1195,1195,1300.6,1,1,1,1,517859,279681,279681,17.74,14.87,13.54,10.39,10339,9419,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,99.817,1.006,0,0,0,1095,1095,"1095","1095","1095","1095",1003.4,1092,"1","1","1","1","SSNGS_HUN_INT_SSNGS_12.2019_INT_viralngs_genome",517859,279681,279681,91846,17.74,70134,13.54,8804,1.7,0,0,10339,100,100,100,77690,14.87,54300,10.39,11684,2.24,0,0,9419,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77674,0,0,467516,14172,0.92887,0.857988,0.970982,0.903614,0.910995,727.45,22.53," 5;30.10",1255136,5332808," 227%"
"V2.310","SSNGS_HUN_INT","SSNGS_12.2019_INT",1098,NA,"vpipe_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1098,39.5,39.72,1195,1195,1195,1195,1195,1300.6,1,1,1,1,517860,279681,279681,17.74,14.87,13.54,10.39,10339,9419,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,99.817,1.006,0,0,0,1095,1095,"1095","1095","1095","1095",1003.4,1092,"1","1","1","1","SSNGS_HUN_INT_SSNGS_12.2019_INT_vpipe_genome",517860,279681,279681,91849,17.74,70136,13.54,8803,1.7,0,0,10339,100,100,100,77690,14.87,54300,10.39,11684,2.24,0,0,9419,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77673,0,0,467513,14176,0.929707,0.86255,0.966518,0.907631,0.911579,21935.78,4230.75," 1;55;43",1180184,17657440," 376%"
"V211","SSNGS_HUN_INT","SSNGS_120.2019_INT",1189,NA,"shiver_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1189,38.91,38.95,1195,1195,1195,1195,1195,1201,1,1,1,1,631532,342053,342053,15.7,15.46,11.65,11.27,11922,11831,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.011,0,0,0,1189,1189,"1189","1189","1189","1189",1183,1189,"1","1","1","1","SSNGS_HUN_INT_SSNGS_120.2019_INT_shiver_genome",631532,342053,342053,99159,15.7,73568,11.65,22973,3.64,0,0,11922,100,100,100,97709,15.46,71236,11.27,23903,3.78,0,0,11831,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97698,0,0,584947,1461,0.984937,0.983505,0.979466,0.988701,0.981481,2276.78,39.23," 37;02.61",1615500,12763928," 104%"
"V2.111","SSNGS_HUN_INT","SSNGS_120.2019_INT",1189,NA,"smaltalign_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1189,38.91,38.95,1195,1195,1195,1195,1195,1201,1,1,1,1,631535,342053,342053,15.7,15.46,11.65,11.27,11921,11831,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.011,0,0,0,1189,1189,"1189","1189","1189","1189",1183,1189,"1","1","1","1","SSNGS_HUN_INT_SSNGS_120.2019_INT_smaltalign_genome",631535,342053,342053,99153,15.7,73558,11.65,22977,3.64,0,0,11921,100,100,100,97709,15.46,71236,11.27,23903,3.78,0,0,11831,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97698,0,0,584953,1455,0.989121,0.985656,0.98768,0.990113,0.986667,1097.92,7.82," 7;45.47",1425792,1413256," 237%"
"V2.211","SSNGS_HUN_INT","SSNGS_120.2019_INT",1189,NA,"viralngs_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1189,35.74,38.95,1195,1195,1195,1195,1195,1201,1,1,1,1,671611,342053,342053,2.79,15.46,1.33,11.27,2154,11831,40.67,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,41.241,1.002,60669.46,205.76,0,486,486,"-","-","-","-",197.7,198.7,"-","-","-","-","SSNGS_HUN_INT_SSNGS_120.2019_INT_viralngs_genome",671611,342053,342053,18747,2.79,8904,1.33,8869,1.32,0,0,2154,40.67,40.67,40.67,97709,15.46,71236,11.27,23903,3.78,0,0,11831,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,725,18740,0,0,665359,7,0.694561,0.955224,0.262834,0.991525,0.412238,1044.68,30.91," 6;45.47",1276660,7639160," 265%"
"V2.311","SSNGS_HUN_INT","SSNGS_120.2019_INT",1189,NA,"vpipe_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1189,38.91,38.95,1195,1195,1195,1195,1195,1201,1,1,1,1,631523,342053,342053,15.7,15.46,11.65,11.27,11922,11831,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.011,0,0,0,1189,1189,"1189","1189","1189","1189",1183,1189,"1","1","1","1","SSNGS_HUN_INT_SSNGS_120.2019_INT_vpipe_genome",631523,342053,342053,99161,15.7,73570,11.65,22971,3.64,0,0,11922,100,100,100,97709,15.46,71236,11.27,23903,3.78,0,0,11831,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97702,0,0,584945,1459,0.987448,0.985597,0.983573,0.990113,0.984584,39354.73,10052.99," 3;38;47",1187088,18897760," 376%"
"V212","SSNGS_HUN_INT","SSNGS_120.2019crns_INT",1189,NA,"shiver_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1189,38.83,38.95,1195,1195,1195,1195,1195,1201,1,1,1,1,356831,185324,185324,11.37,11.29,8.92,8.8,4757,4749,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.011,0,0,0,1189,1189,"1189","1189","1189","1189",1183,1189,"1","1","1","1","SSNGS_HUN_INT_SSNGS_120.2019crns_INT_shiver_genome",356831,185324,185324,40586,11.37,31836,8.92,6136,1.72,0,0,4757,100,100,100,40278,11.29,31414,8.8,6274,1.76,0,0,4749,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40267,0,0,330062,319,0.98159,0.959184,0.990632,0.976562,0.974654,1865.08,30.8," 30;20.70",1528840,8535296," 104%"
"V2.112","SSNGS_HUN_INT","SSNGS_120.2019crns_INT",1189,NA,"smaltalign_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1189,38.83,38.95,1195,1195,1195,1195,1195,1201,1,1,1,1,356825,185324,185324,11.38,11.29,8.92,8.8,4758,4749,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.011,0,0,0,1189,1189,"1189","1189","1189","1189",1183,1189,"1","1","1","1","SSNGS_HUN_INT_SSNGS_120.2019crns_INT_smaltalign_genome",356825,185324,185324,40594,11.38,31842,8.92,6138,1.72,0,0,4758,100,100,100,40278,11.29,31414,8.8,6274,1.76,0,0,4749,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40274,0,0,330054,320,0.990795,0.985981,0.98829,0.992188,0.987135,892.71,7.07," 5;32.36",1425708,1426144," 270%"
"V2.212","SSNGS_HUN_INT","SSNGS_120.2019crns_INT",1189,NA,"viralngs_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1189,38.91,38.95,1195,1195,1195,1195,1195,1201,1,1,1,1,356829,185324,185324,11.38,11.29,8.92,8.8,4758,4749,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.011,0,0,0,1189,1189,"1189","1189","1189","1189",1183,1189,"1","1","1","1","SSNGS_HUN_INT_SSNGS_120.2019crns_INT_viralngs_genome",356829,185324,185324,40592,11.38,31840,8.92,6142,1.72,0,0,4758,100,100,100,40278,11.29,31414,8.8,6274,1.76,0,0,4749,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40273,0,0,330056,319,0.988285,0.983607,0.983607,0.990885,0.983607,648.85,19.74," 4;41.16",968544,4013048," 237%"
